Cyclopentane	5.98	3.55
Cyclohexane	6.04	6.07
Cyclooctane	6.47	2.80
Neohexane	4.98	4.65
Adamantane2	6.84	4.06
Adamantane3	6.84	6.17
Diisopropyl	5.75	4.94
14Cyclohexadiene	7.82	6.37
Toluene	5.27	3.95
Cumene	5.75	5.19
DHanthracene	7.70	6.67
diphenylmethane	5.94	3.43	
DiethylEther	6.41	6.12
Dioxane	5.91	5.11
HMPA	7.27	7.16
Dimethylsulfoxide	4.26	1.25
Dimethylformamide	6.09	4.76
Benzaldehyde	7.08	4.53
Diethylamine	8.04	8.14
DABCO	6.98	6.07
