11      DiethylEther               5.81    95.5
15      Tetrahydrofuran             6.16    93.8
16      Dioxane                     5.01    97.6
19      Dimethylsulfoxide           4.26    102.3
20      Benzaldehyde                7.08    91.4
21      HMPA                        6.02    93.9
