Cyclopentane	5.98	4.74
Cyclohexane	6.04	4.76
Cyclooctane	6.47	4.43
Neohexane	4.98	6.05
Adamantane2	6.84	5.29
Adamantane3	6.84	7.03
Diisopropyl	5.75	6.40
14Cyclohexadiene	7.82	8.03
Toluene	5.27	5.30
Cumene	5.75	7.28
DHanthracene	7.70	8.34
diphenylmethane	5.94	6.27
DiethylEther	6.41	7.77
Dioxane	5.91	7.10
HMPA	7.27	7.59
Dimethylsulfoxide	4.26	4.44
Dimethylformamide	6.09	8.02
Benzaldehyde	7.08	7.39
Diethylamine	8.04	9.91
DABCO	6.98	7.70
